Language	Concept	IPA	Cognate Class	ASJP	SCA
gki	tree	məra	1	m3ra	MERA
mal	tree	mura	1	mura	MYRA
mku	tree	murʌ	1	muro	MYRE
psh	tree	mʌda	1	moda	META
pkh	tree	mʌda	1	moda	META
glb	tree	mʌɖa	1	moda	META
lxg	tree	mʌrːʌ	1	moro	MERE
grp	tree	mʌra	1	mora	MERA
ght	tree	mʌra	1	mora	MERA
mdh	tree	mʌra	1	mora	MERA
gok	tree	mʌra	1	mora	MERA
pmd	tree	mʌra	1	mora	MERA
gni	tree	mʌrʌ	1	moro	MERE
gut	tree	mʌrʌ	1	moro	MERE
mlj	tree	mʌɽa	1	mora	MERA
mso	tree	mʌɾa	1	mora	MERA
mud	tree	mʌɾa	1	mora	MERA
mbh	turmeric	kamˑka	1	kamka	KAMKA
khu	turmeric	kamka	1	kamka	KAMKA
bhe	turmeric	kamka	1	kamka	KAMKA
prg	turmeric	kamka	1	kamka	KAMKA
gar	turmeric	kamka	1	kamka	KAMKA
gam	turmeric	kamka	1	kamka	KAMKA
gwa	turmeric	kamka	1	kamka	KAMKA
gch	turmeric	kamka	1	kamka	KAMKA
gdh	turmeric	kamka	1	kamka	KAMKA
ggg	turmeric	kamkaŋ	1	kamkaN	KAMKAN
rui	turmeric	kəmka	1	k3mka	KEMKA
dog	turmeric	kəmka	1	k3mka	KEMKA
psh	turmeric	kəmka	1	k3mka	KEMKA
pkh	turmeric	kəmka	1	k3mka	KEMKA
gse	turmeric	kəmka	1	k3mka	KEMKA
gkt	turmeric	kʰəmkʰa	1	kh~3mkh~a	KEMKA
gcj	turmeric	kumka	1	kumka	KYMKA
ktg	turmeric	kʌmka	1	komka	KEMKA
mdh	turmeric	kʌmka	1	komka	KEMKA
mku	turmeric	kʌmka	1	komka	KEMKA
get	turmeric	kʌmka	1	komka	KEMKA
gja	turmeric	kʌmka	1	komka	KEMKA
mad	turmeric	kʌmka	1	komka	KEMKA
gtd	turmeric	kʌmka	1	komka	KEMKA
gok	turmeric	kʌmka	1	komka	KEMKA
pmd	turmeric	kʌmka	1	komka	KEMKA
gki	turmeric	kʌmka	1	komka	KEMKA
goa	turmeric	kʌmka	1	komka	KEMKA
met	turmeric	kʌmka	1	komka	KEMKA
mso	turmeric	kʌmka	1	komka	KEMKA
mud	turmeric	kʌmka	1	komka	KEMKA
gra	turmeric	kʌmkaʔ	1	komka7	KEMKAH
grp	turmeric	kʌmkʌ	1	komko	KEMKE
ght	turmeric	kʌmkʌ	1	komko	KEMKE
glb	turmeric	kʌmkʌ	1	komko	KEMKE
gni	turmeric	kʌmkʌ	1	komko	KEMKE
gut	turmeric	kʌmkʌ	1	komko	KEMKE
mal	turmeric	kʌmkʌ	1	komko	KEMKE
gba	turmeric	kʌmkʌ	1	komko	KEMKE
bhm	turmeric	kʌmkʌ	1	komko	KEMKE
bhs	turmeric	kʌmkʌ	1	komko	KEMKE
bhb	turmeric	kʌmkʌ	1	komko	KEMKE
lxg	turmeric	kʌmkʌŋ	1	komkoN	KEMKEN
mlj	turmeric	kʌnka	1	konka	KENKA
gka	turmeric	məmka	1	m3mka	MEMKA
gbh	turmeric	pasupa	2	pasupa	PASYPA
gut	twelve	baːɾa	1	bara	PARA
rui	twelve	bara	1	bara	PARA
grp	twelve	bara	1	bara	PARA
glb	twelve	bara	1	bara	PARA
mdh	twelve	bara	1	bara	PARA
gni	twelve	bara	1	bara	PARA
gja	twelve	bara	1	bara	PARA
mal	twelve	bara	1	bara	PARA
mad	twelve	bara	1	bara	PARA
gtd	twelve	bara	1	bara	PARA
gba	twelve	bara	1	bara	PARA
gkt	twelve	bara	1	bara	PARA
gok	twelve	bara	1	bara	PARA
psh	twelve	bara	1	bara	PARA
pmd	twelve	bara	1	bara	PARA
pkh	twelve	bara	1	bara	PARA
ggg	twelve	bara	1	bara	PARA
khu	twelve	bara	1	bara	PARA
bhe	twelve	bara	1	bara	PARA
prg	twelve	bara	1	bara	PARA
gka	twelve	bara	1	bara	PARA
gar	twelve	bara	1	bara	PARA
gam	twelve	bara	1	bara	PARA
gwa	twelve	bara	1	bara	PARA
gch	twelve	bara	1	bara	PARA
gdh	twelve	bara	1	bara	PARA
met	twelve	bara	1	bara	PARA
bhm	twelve	bara	1	bara	PARA
gcj	twelve	baru	1	baru	PARY
lxg	twelve	barʌ	1	baro	PARE
dog	twelve	baɾa	1	bara	PARA
gse	twelve	baɾa	1	bara	PARA
gki	twelve	baɾa	1	bara	PARA
bhs	twelve	baɾa	1	bara	PARA
bhb	twelve	baɾa	1	bara	PARA
mso	twelve	baɾa	1	bara	PARA
mlj	twelve	baɾa	1	bara	PARA
mud	twelve	baɾa	1	bara	PARA
gra	twelve	baɾɛ	1	barE	PARE
goa	twelve	panːendu	2	panendu	PANENTY
gbh	twelve	panˑendu	2	panendu	PANENTY
mbh	twelve	panedu	2	panedu	PANETY
ght	twelve	pʌdund,bara	2	podund, bara	PETYNT, PARA
get	twelve	pʌnindo	2	ponindo	PENINTU
ktg	twelve	ʌkra	3	okra	EKRA
mku	twelve	ʌkra	3	okra	EKRA
grp	twenty	bis	1	bis	PIS
glb	twenty	bis	1	bis	PIS
psh	twenty	bis	1	bis	PIS
pmd	twenty	bis	1	bis	PIS
pkh	twenty	bis	1	bis	PIS
bhe	twenty	bis	1	bis	PIS
prg	twenty	bis	1	bis	PIS
mso	twenty	bis	1	bis	PIS
gkt	twenty	bisa	1	bisa	PISA
ggg	twenty	bisa	1	bisa	PISA
goa	twenty	irʃei̯	2	irSei	IRSE
gbh	twenty	iruwai	2	iruwai	IRYWA
mbh	twenty	iɾuwai	2	iruwai	IRYWA
get	twenty	ɪdave	2	idave	ITABE
bhm	twenty	koːɽi	3	kori	KURI
bhs	twenty	koɖe	3	kode	KUTE
bhb	twenty	koɖe	3	kode	KUTE
gok	twenty	kʌrdi	3	kordi	KERTI
ght	twenty	rundusa,bis	4	rundusa, bis	RYNTYSA, PIS
mlj	twenty	ũɖikoɽi	5	udikori	YTIKURI
gja	twenty	uis	5	uis	YS
mud	twenty	uʌd̪koʈi	5	uodkoti	YTKUTI
mdh	twenty	vis	1	vis	BIS
gse	twenty	vis	1	vis	BIS
ktg	twenty	visa	1	visa	BISA
mal	twenty	visa	1	visa	BISA
mad	twenty	visa	1	visa	BISA
gtd	twenty	visa	1	visa	BISA
gba	twenty	visa	1	visa	BISA
gcj	twenty	visa	1	visa	BISA
gam	twenty	visa	1	visa	BISA
gra	twenty	ʋis	1	wis	WIS
met	twenty	ʋisa	1	wisa	WISA
lxg	twenty	wiːsʌ	1	wiso	WISE
gut	twenty	βiːsʌ̯	1	biso	BISE
rui	twenty	βis	1	bis	BIS
dog	twenty	βis	1	bis	BIS
gka	twenty	βis	1	bis	BIS
gki	twenty	βis	1	bis	BIS
mku	twenty	βisa	1	bisa	BISA
gni	twenty	βisa	1	bisa	BISA
khu	twenty	βisa	1	bisa	BISA
gar	twenty	βisa	1	bisa	BISA
gwa	twenty	βisa	1	bisa	BISA
gch	twenty	βisa	1	bisa	BISA
gdh	twenty	βisa	1	bisa	BISA
mud	two	arenɖu	1	arendu	ARENTY
gni	two	kʌndu	1	kondu	KENTY
gja	two	nendu	1	nendu	NENTY
bhe	two	rand	1	rand	RANT
get	two	rendu	1	rendu	RENTY
mad	two	rendu	1	rendu	RENTY
lxg	two	renɖu	1	rendu	RENTY
mso	two	renɖu	1	rendu	RENTY
bhm	two	reɳɖ	1	rend	RENT
rui	two	rən	1	r3n	REN
ggg	two	rənd	1	r3nd	RENT
khu	two	rənd	1	r3nd	RENT
prg	two	rənd	1	r3nd	RENT
gar	two	rənd	1	r3nd	RENT
gam	two	rənd	1	r3nd	RENT
gwa	two	rənd	1	r3nd	RENT
gch	two	rənd	1	r3nd	RENT
gdh	two	rənd	1	r3nd	RENT
gtd	two	rənde	1	r3nde	RENTE
gka	two	rənɖ	1	r3nd	RENT
gkt	two	rɛnd	1	rEnd	RENT
gba	two	rɛndi	1	rEndi	RENTI
goa	two	rɛndu	1	rEndu	RENTY
mal	two	rɛrdu	1	rErdu	RERTY
glb	two	rund	1	rund	RYNT
mdh	two	rund	1	rund	RYNT
gki	two	rund	1	rund	RYNT
pkh	two	runto	1	runto	RYNTU
psh	two	runtõ	1	runto	RYNTU
dog	two	rʌn	1	ron	REN
gse	two	rʌn	1	ron	REN
grp	two	rʌnd	1	rond	RENT
ght	two	rʌnd	1	rond	RENT
ktg	two	rʌnd	1	rond	RENT
mku	two	rʌnd	1	rond	RENT
gok	two	rʌnd	1	rond	RENT
pmd	two	rʌnd	1	rond	RENT
gcj	two	rʌnd	1	rond	RENT
gra	two	rʌndu	1	rondu	RENTY
met	two	rʌnd̪u	1	rondu	RENTY
mlj	two	ɾãɖ	1	rad	RAT
bhs	two	ɾeːɳɖu	1	rendu	RENTY
bhb	two	ɾeːɳɖu	1	rendu	RENTY
gut	two	ɾendu	1	rendu	RENTY
mbh	two	ɾendu	1	rendu	RENTY
gbh	two	ɾndu	1	rndu	RNTY
rui	urine	-----	?	-----	-----
glb	urine	-----	?	-----	-----
dog	urine	-----	?	-----	-----
mdh	urine	-----	?	-----	-----
mku	urine	-----	?	-----	-----
pmd	urine	-----	?	-----	-----
pkh	urine	-----	?	-----	-----
gcj	urine	-----	?	-----	-----
ggg	urine	-----	?	-----	-----
khu	urine	-----	?	-----	-----
prg	urine	-----	?	-----	-----
gki	urine	-----	?	-----	-----
bhs	urine	-----	?	-----	-----
mso	urine	kuʈkna	1	kutkna	KYTKNA
gkt	urine	mutɾu	2	mutru	MYTRY
gtd	urine	pisab	3	pisab	PISAP
gse	urine	piʃab	3	piSab	PISAP
mbh	urine	udukuli	4	udukuli	YTYKYLI
lxg	urine	uɖɨkʌ	4	ud3ko	YTIKE
goa	urine	uɖka	4	udka	YTKA
gba	urine	uɖukul	4	udukul	YTYKYL
gdh	urine	ul	4	ul	YL
gra	urine	uɭu	4	uLu	YLY
ght	urine	urkia	4	urkia	YRKI
gch	urine	urksit	4	urksit	YRKSIT
ktg	urine	urkul	4	urkul	YRKYL
gja	urine	urkul	4	urkul	YRKYL
psh	urine	urkul	4	urkul	YRKYL
get	urine	urkʌl	4	urkol	YRKEL
gwa	urine	urtam	4	urtam	YRTAM
met	urine	uruku	4	uruku	YRYKY
mad	urine	uruku(na)	4	urukuna	YRYKYNA
grp	urine	urʌktal	4	uroktal	YREKTAL
gni	urine	uɽɖka	4	urdka	YRTKA
bhb	urine	uɽkul	4	urkul	YRKYL
bhm	urine	uɽkʌ	4	urko	YRKE
gut	urine	uɽuku	4	uruku	YRYKY
gka	urine	uɾki	4	urki	YRKI
gar	urine	uɾkma	4	urkma	YRKMA
gam	urine	uɾkma	4	urkma	YRKMA
mal	urine	uɾkuli	4	urkuli	YRKYLI
bhe	urine	uɾkuɾ	4	urkur	YRKYR
mlj	urine	uɾukle	4	urukle	YRYKLE
gbh	urine	utʃa	4	utSa	YTSA
mud	urine	uʈukul	4	utukul	YTYKYL
gok	urine	ʌrkʌnʌ	4	orkono	ERKENE
gra	village	ɡuɖa	1	guda	KYTA
gni	village	naˑr	2	nar	NAR
gut	village	naˑɾu	2	naru	NARY
mbh	village	naɣo	2	naxo	NAGU
mad	village	naɣo	2	naxo	NAGU
mso	village	nah	2	nah	NAH
rui	village	nar	2	nar	NAR
grp	village	nar	2	nar	NAR
ght	village	nar	2	nar	NAR
glb	village	nar	2	nar	NAR
ktg	village	nar	2	nar	NAR
dog	village	nar	2	nar	NAR
mdh	village	nar	2	nar	NAR
mku	village	nar	2	nar	NAR
lxg	village	nar	2	nar	NAR
gja	village	nar	2	nar	NAR
gkt	village	nar	2	nar	NAR
gok	village	nar	2	nar	NAR
psh	village	nar	2	nar	NAR
pmd	village	nar	2	nar	NAR
pkh	village	nar	2	nar	NAR
gcj	village	nar	2	nar	NAR
ggg	village	nar	2	nar	NAR
khu	village	nar	2	nar	NAR
bhe	village	nar	2	nar	NAR
prg	village	nar	2	nar	NAR
gka	village	nar	2	nar	NAR
gse	village	nar	2	nar	NAR
gki	village	nar	2	nar	NAR
gar	village	nar	2	nar	NAR
gam	village	nar	2	nar	NAR
gwa	village	nar	2	nar	NAR
gch	village	nar	2	nar	NAR
gdh	village	nar	2	nar	NAR
goa	village	nar	2	nar	NAR
get	village	naru	2	naru	NARY
gba	village	naru	2	naru	NARY
bhm	village	naɾ	2	nar	NAR
bhs	village	naɾ	2	nar	NAR
bhb	village	naɾ	2	nar	NAR
mud	village	naɾ	2	nar	NAR
gbh	village	naɾu	2	naru	NARY
gtd	village	nate	2	nate	NATE
met	village	nawʔho	2	naw7ho	NAWHHU
mal	village	nɣo	2	nxo	NGU
mlj	village	waɖa	3	wada	WATA
gch	walk	-----	?	-----	-----
bhs	walk	d̪ajkal	1	daykal	TAJKAL
gki	walk	d̪ant̪a,d̪a	2	danta, da	TANTA, TA
rui	walk	d̪ant̪ord̪a	2	dantorda	TANTURTA
dog	walk	datoɾ,da	2	dator, da	TATUR, TA
mso	walk	d̪ei̯	3	dei	TE
mud	walk	d̪ei̯	3	dei	TE
bhb	walk	ɖaju	1	dayu	TAJY
mlj	walk	han	4	han	HAN
khu	walk	handalatur,hənda	4	handalatur, h3nda	HANTALATYR, HENTA
gse	walk	handalatur,ʈaka	4	handalatur, taka	HANTALATYR, TAKA
gcj	walk	horhandalatoɭ,d̪a	4	horhandalatoL, da	HURHANTALATUL, TA
pkh	walk	hortandor	4	hortandor	HURTANTUR
mdh	walk	hʌtur,de	4	hotur, de	HETYR, TE
goa	walk	kaktur,takʌ	5	kaktur, tako	KAKTYR, TAKE
prg	walk	o	6	o	U
gtd	walk	olʈakitol,ʈaka	6	oltakitol, taka	ULTAKITUL, TAKA
bhe	walk	orhəndalatur,tʃəlortakitur,taka	4	orh3ndalatur, tS3lortakitur, taka	URHENTALATYR, TSELURTAKITYR, TAKA
ggg	walk	orlatur,taka	4	orlatur, taka	URLATYR, TAKA
gut	walk	taːk(βʌl)	7	takbol	TAKBEL
mbh	walk	t̪akˑ(madi)	7	takmadi	TAKMATI
grp	walk	taka	7	taka	TAKA
gja	walk	takantor,taka	7	takantor, taka	TAKANTUR, TAKA
mad	walk	takisator,taka	7	takisator, taka	TAKISATUR, TAKA
pmd	walk	takitor,daka	7	takitor, daka	TAKITUR, TAKA
met	walk	takitor,takːa	7	takitor, taka	TAKITUR, TAKA
gbh	walk	t̪akna	7	takna	TAKNA
gni	walk	t̪aksɛr,t̪aka	7	taksEr, taka	TAKSER, TAKA
gam	walk	taksirematur,taka	7	taksirematur, taka	TAKSIREMATYR, TAKA
gwa	walk	taksitatol,takuda	7	taksitatol, takuda	TAKSITATUL, TAKYTA
gka	walk	taksoɡematur,taka	7	taksogematur, taka	TAKSUKEMATYR, TAKA
mal	walk	taksorʌtu,taksor,daka	7	taksorotu, taksor, daka	TAKSURETY, TAKSUR, TAKA
gba	walk	taksurdantur,taka	7	taksurdantur, taka	TAKSYRTANTYR, TAKA
gar	walk	taktur,da(taka)	7	taktur, dataka	TAKTYR, TATAKA
gok	walk	taktur,dai̯	7	taktur, dai	TAKTYR, TA
gdh	walk	taktur,taka	7	taktur, taka	TAKTYR, TAKA
bhm	walk	t̪akʌ	7	tako	TAKE
gra	walk	takʌntoɾ,soɖia	7	takontor, sodia	TAKENTUR, SUTI
gkt	walk	tʃelsitul,d̪a	7	tSelsitul, da	TSELSITYL, TA
lxg	walk	t̪ʌkt̪or,t̪ʌkʌ	7	toktor, toko	TEKTUR, TEKE
get	walk	walktuksihʌtʌr,takʃir	7	walktuksihotor, takSir	WALKTYKSIHETER, TAKSIR
mku	walk	wordantor,dei	2	wordantor, dei	WURTANTUR, TE
ght	walk	worhatur,taka	4	worhatur, taka	WURHATYR, TAKA
ktg	walk	worhʌtur,dai̯	4	worhotur, dai	WURHETYR, TA
glb	walk	wortakitor	7	wortakitor	WURTAKITUR
psh	walk	wortatndor,dadakʌra	7	wortatndor, dadakora	WURTATNTUR, TATAKERA
psh	water	ar	1	ar	AR
bhm	water	eːɾ	1	er	ER
bhs	water	eːɾ	1	er	ER
bhb	water	eːɾ	1	er	ER
mbh	water	eɡu	1	egu	EKY
mal	water	eɣu	1	exu	EGY
pmd	water	er	1	er	ER
gbh	water	eɾu	1	eru	ERY
lxg	water	ɛːru	1	Eru	ERY
gut	water	ɛːru	1	Eru	ERY
mlj	water	ɛːɾ	1	Er	ER
mku	water	ɛr	1	Er	ER
gja	water	ɛr	1	Er	ER
gam	water	ɛr	1	Er	ER
mso	water	ɛɾ	1	Er	ER
mud	water	ɛɾ	1	Er	ER
gtd	water	iera	1	iera	IRA
gni	water	jeːru	1	yeru	JERY
met	water	jeahuʔ	1	yeahu7	JEHYH
dog	water	jɛr	1	yEr	JER
gse	water	jɛɾ	1	yEr	JER
gra	water	jɛɾ	1	yEr	JER
gki	water	jɛɾ	1	yEr	JER
goa	water	jɛɾu	1	yEru	JERY
pkh	water	yar	1	iar	YR
gba	water	yeˑru	1	ieru	YRY
mad	water	yeaɣu	1	ieaxu	YGY
gka	water	yei̯ɽ	1	ieir	YR
rui	water	yer	1	ier	YR
grp	water	yɛr	1	iEr	YR
ght	water	yɛr	1	iEr	YR
glb	water	yɛr	1	iEr	YR
ktg	water	yɛr	1	iEr	YR
mdh	water	yɛr	1	iEr	YR
gkt	water	yɛr	1	iEr	YR
gok	water	yɛr	1	iEr	YR
gcj	water	yɛr	1	iEr	YR
ggg	water	yɛr	1	iEr	YR
khu	water	yɛr	1	iEr	YR
bhe	water	yɛr	1	iEr	YR
prg	water	yɛr	1	iEr	YR
gar	water	yɛr	1	iEr	YR
gwa	water	yɛr	1	iEr	YR
gch	water	yɛr	1	iEr	YR
gdh	water	yɛr	1	iEr	YR
get	water	yɛru	1	iEru	YRY
gni	we_excl	-----	?	-----	-----
gbh	we_excl	-----	?	-----	-----
pmd	we_excl	-----	?	-----	-----
gcj	we_excl	-----	?	-----	-----
ggg	we_excl	-----	?	-----	-----
prg	we_excl	-----	?	-----	-----
gch	we_excl	-----	?	-----	-----
bhb	we_excl	-----	?	-----	-----
mso	we_excl	-----	?	-----	-----
gse	we_excl	aːmoʈ	1	amot	AMUT
gdh	we_excl	amaʈ	1	amat	AMAT
gkt	we_excl	amət	1	am3t	AMET
rui	we_excl	amok	1	amok	AMUK
ght	we_excl	amot	1	amot	AMUT
glb	we_excl	amot	1	amot	AMUT
khu	we_excl	amot	1	amot	AMUT
gtd	we_excl	amot(watolam)	1	amotwatolam	AMUTWATULAM
gka	we_excl	amoʈ	1	amot	AMUT
gar	we_excl	amoʈ	1	amot	AMUT
gam	we_excl	amoʈ	1	amot	AMUT
gwa	we_excl	amoʈ	1	amot	AMUT
bhe	we_excl	hamoʈ	1	hamot	HAMUT
grp	we_excl	hʌmik	2	homik	HEMIK
goa	we_excl	itʃʌt̪u	3	itSotu	ITSETY
mad	we_excl	ma(r)(ku)	4	marku	MARKY
bhs	we_excl	mama	4	mama	MAMA
gra	we_excl	mamoʈ	4	mamot	MAMUT
mbh	we_excl	mamu	4	mamu	MAMY
met	we_excl	mard̪a(ko)	4	mardako	MARTAKU
get	we_excl	marta	4	marta	MARTA
ktg	we_excl	matʰ	4	math~	MAT
gok	we_excl	matʰ	4	math~	MAT
mdh	we_excl	matʰi	4	math~i	MATI
gja	we_excl	matu	4	matu	MATY
mal	we_excl	matu	4	matu	MATY
gba	we_excl	maʈu	4	matu	MATY
lxg	we_excl	momːo	4	momo	MUMU
mud	we_excl	mumaʈʰ	4	mumath~	MYMAT
psh	we_excl	mʌm	4	mom	MEM
pkh	we_excl	mʌm	4	mom	MEM
bhm	we_excl	mʌmːʌ	4	momo	MEME
gut	we_excl	mʌmaku̯	4	momaku	MEMAKY
gki	we_excl	namo	5	namo	NAMU
dog	we_excl	namok	5	namok	NAMUK
mku	we_excl	nimath	5	nimath	NIMATH
mlj	we_excl	nʌm	5	nom	NEM
ktg	we_incl	-----	?	-----	-----
ggg	we_incl	-----	?	-----	-----
prg	we_incl	-----	?	-----	-----
gch	we_incl	-----	?	-----	-----
gdh	we_incl	amaʈ	1	amat	AMAT
rui	we_incl	amok	1	amok	AMUK
gcj	we_incl	amort	1	amort	AMURT
ght	we_incl	amot	1	amot	AMUT
glb	we_incl	amot	1	amot	AMUT
khu	we_incl	amoʈ	1	amot	AMUT
gka	we_incl	amoʈ	1	amot	AMUT
gse	we_incl	amoʈ	1	amot	AMUT
gar	we_incl	amoʈ	1	amot	AMUT
gam	we_incl	amoʈ	1	amot	AMUT
gwa	we_incl	amoʈ	1	amot	AMUT
gtd	we_incl	amoʈ(utolom)	1	amotutolom	AMUTYTULUM
dog	we_incl	apun	4	apun	APYN
gok	we_incl	dʒʌmai̯	1	dZomai	TSEMA
bhe	we_incl	hamoʈ	1	hamot	HAMUT
grp	we_incl	hʌmik	1	homik	HEMIK
bhs	we_incl	mama	1	mama	MAMA
goa	we_incl	mamʌd̪	1	mamod	MAMET
mbh	we_incl	manˑala	1	manala	MANALA
gbh	we_incl	mant̪oto	1	mantoto	MANTUTU
get	we_incl	martu	1	martu	MARTY
mdh	we_incl	math	1	math	MATH
mku	we_incl	matʰ	1	math~	MAT
mal	we_incl	matu	1	matu	MATY
gja	we_incl	maʈu	1	matu	MATY
mad	we_incl	maʈu	1	matu	MATY
gba	we_incl	maʈu	1	matu	MATY
met	we_incl	maʈu	1	matu	MATY
mud	we_incl	mumaʈʰ	1	mumath~	MYMAT
psh	we_incl	mʌmar	1	momar	MEMAR
pkh	we_incl	mʌmar	1	momar	MEMAR
bhb	we_incl	mʌmo	1	momo	MEMU
mso	we_incl	mʌmʌɖ	1	momod	MEMET
bhm	we_incl	mʌnːal	1	monal	MENAL
gni	we_incl	mʌrat	1	morat	MERAT
lxg	we_incl	mʌrʌʈu	1	morotu	MERETY
mlj	we_incl	nʌm	2	nom	NEM
gut	we_incl	nʌmʌt̪u	2	nomotu	NEMETY
gki	we_incl	pʌn	4	pon	PEN
gra	we_incl	samd̪ɛɾ	3	samdEr	SAMTER
pmd	we_incl	utʃ	5	utS	YTS
gkt	we_incl	watom	6	watom	WATUM
dog	week	(undi)hapta	1	undihapta	YNTIHAPTA
lxg	week	aːtrodʒɨku	2	atrodZ3ku	ATRUTSIKY
grp	week	ardia	2	ardia	ARTI
khu	week	ardia	2	ardia	ARTI
gok	week	artdin	2	artdin	ARTTIN
bhb	week	aɽ	2	ar	AR
mud	week	aɽd̪ia	2	ardia	ARTI
mso	week	aɽum	2	arum	ARYM
mku	week	atorda,ardian	2	atorda, ardian	ATURTA, ARTIN
bhm	week	aʈ	2	at	AT
bhs	week	aʈ	2	at	AT
gut	week	aʈʰɾodʒ	2	ath~rodZ	ATRUTS
gra	week	aʈʰɾodʒ	2	ath~rodZ	ATRUTS
gni	week	aʈrodʒ	2	atrodZ	ATRUTS
ght	week	hapta	1	hapta	HAPTA
glb	week	hapta	1	hapta	HAPTA
gja	week	hapta	1	hapta	HAPTA
pmd	week	hapta	1	hapta	HAPTA
pkh	week	hapta	1	hapta	HAPTA
gcj	week	hapta	1	hapta	HAPTA
prg	week	hapta	1	hapta	HAPTA
gka	week	hapta	1	hapta	HAPTA
gse	week	hapta	1	hapta	HAPTA
gar	week	hapta	1	hapta	HAPTA
gam	week	hapta	1	hapta	HAPTA
gwa	week	hapta	1	hapta	HAPTA
gdh	week	hapta	1	hapta	HAPTA
gki	week	hapt̪a	1	hapta	HAPTA
rui	week	hapt̪a,aʈrodz	1	hapta, atrodz	HAPTA, ATRUTS
gch	week	hapte	1	hapte	HAPTE
bhe	week	həptat	1	h3ptat	HEPTAT
ggg	week	həpti	1	h3pti	HEPTI
mlj	week	hʌpt̪a	1	hopta	HEPTA
psh	week	papta	1	papta	PAPTA
mdh	week	sadiaŋ	1	sadiaN	SATIN
gkt	week	sapta	1	sapta	SAPTA
gtd	week	supt̪a	1	supta	SYPTA
ktg	week	sʌpta	1	sopta	SEPTA
goa	week	ʃaːɾʌm	3	Sarom	SAREM
gbh	week	u̯aɾam	3	uaram	YRAM
mbh	week	u̯aɾam	3	uaram	YRAM
mad	week	warʌm	3	warom	WAREM
met	week	waɾʌm	3	warom	WAREM
get	week	wʌrʌm	3	worom	WEREM
mal	week	wʌrʌm	3	worom	WEREM
gba	week	wʌrʌm	3	worom	WEREM
ggg	wet	ədə	1	3d3	ETE
ktg	wet	ɡila	2	gila	KILA
mlj	wet	kaʈʃa	3	katSa	KATSA
pmd	wet	kutʃʌasit	3	kutSoasit	KYTSESIT
mso	wet	nand̪id̪a	4	nandida	NANTITA
mku	wet	nandita	4	nandita	NANTITA
gba	wet	nanta	4	nanta	NANTA
gtd	wet	nant̪a	4	nanta	NANTA
bhb	wet	nant̪a	4	nanta	NANTA
gbh	wet	nant̪a(du)	4	nantadu	NANTATY
mal	wet	nante	4	nante	NANTE
mbh	wet	nant̪e	4	nante	NANTE
mad	wet	nantəʔ	4	nant37	NANTEH
get	wet	nantita	4	nantita	NANTITA
gch	wet	nantʃər	4	nantS3r	NANTSER
gkt	wet	nantʃɛt	4	nantSEt	NANTSET
gdh	wet	nantʃɛtro	4	nantSEtro	NANTSETRU
psh	wet	nantʃit	4	nantSit	NANTSIT
pkh	wet	nantʃit	4	nantSit	NANTSIT
gcj	wet	nantʃit	4	nantSit	NANTSIT
gja	wet	nantta	4	nantta	NANTA
met	wet	nant̪ʌ	4	nanto	NANTE
bhm	wet	nant̪ʌ	4	nanto	NANTE
bhs	wet	nant̪ʌ	4	nanto	NANTE
goa	wet	nant̪ʌ,panːa	4	nanto, pana	NANTE, PANA
mud	wet	naʌd̪id̪a	4	naodida	NATITA
gar	wet	olo	5	olo	ULU
gam	wet	olo	5	olo	ULU
gka	wet	ol̆o	5	olo	ULU
gse	wet	oɭo	5	oLo	ULU
gut	wet	pahana	6	pahana	PAHANA
bhe	wet	pahana	6	pahana	PAHANA
dog	wet	pahan̪a	6	pahana	PAHANA
gki	wet	pahana,puɾta	6	pahana, purta	PAHANA, PYRTA
khu	wet	pahanəl	6	pahan3l	PAHANEL
gra	wet	puɭt̪a	7	puLta	PYLTA
rui	wet	purta,pahan̪a	7	purta, pahana	PYRTA, PAHANA
gni	wet	purt̪a,pahana	7	purta, pahana	PYRTA, PAHANA
gok	wet	purtʌl	7	purtol	PYRTEL
lxg	wet	pʌʰnʌ	7	poh~no	PENE
mdh	wet	terka	8	terka	TERKA
prg	wet	ʷodo	9	w~odo	UTU
glb	wet	wol(watu)	5	wolwatu	WULWATY
ght	wet	wola	5	wola	WULA
grp	wet	wola(wat)	5	wolawat	WULAWAT
gwa	wet	wolo	5	wolo	WULU
prg	what	baɖaŋ	1	badaN	PATAN
gwa	what	baɖaŋ	1	badaN	PATAN
gch	what	baɖaŋ	1	badaN	PATAN
gdh	what	baɖaŋ	1	badaN	PATAN
gka	what	bahun	1	bahun	PAHYN
gkt	what	baluŋ	1	baluN	PALYN
psh	what	barʌn	1	baron	PAREN
pkh	what	barʌn	1	baron	PAREN
bhs	what	bat̪ːa	1	bata	PATA
bhb	what	bat̪ːa	1	bata	PATA
mso	what	bat̪a	1	bata	PATA
mlj	what	bat̪a	1	bata	PATA
mud	what	bat̪a	1	bata	PATA
gja	what	batal	1	batal	PATAL
mal	what	batal	1	batal	PATAL
gba	what	batal	1	batal	PATAL
gra	what	bataɭ	1	bataL	PATAL
met	what	bat̪tel	1	battel	PATTEL
bhm	what	bat̪ʌ	1	bato	PATE
mad	what	baʈel	1	batel	PATEL
rui	what	bət̪a	1	b3ta	PETA
ggg	what	bəti	1	b3ti	PETI
khu	what	bəti	1	b3ti	PETI
gar	what	bəti	1	b3ti	PETI
gam	what	bəti	1	b3ti	PETI
bhe	what	bətti	1	b3tti	PETI
